,index,CS Category No.,CS Category One Name,Computer Concepts No.,Parent Category,Computational Concepts,Computer Concept Sub No.,CS Category 3 Lesson,Learning Objective No.,Computational Thinking,Secondary Computational Thinking,Essential Prereq,Voluntary Prereq,Learning Objectives,col1,GCSE,TS,MC,JC,SC,Primary Stage,col2,col3,National Curriculum KS1,National Curriculum KS2,National Curriculum KS3,National Curriculum KS4,AS Level,A Level,Essential Preequisites,Voluntary Prerequisites,Recommended Key Stage Content No.,Recommended Key Stage Content (Text),Python Course,Level Assessment Qs.,Column21,Column22,Column23,Column24,uid,Essential Prereq uid,Voluntary Prereq uid
432,432,CT1,Computer Theory,CT1_19,Algorithms,Searching,CT1_19_4,Binary Search,CT1_19_4_2,Algorithms,,CT1_19_4_1,,Demonstrate Binary search {halves the search space in each round},,,TS3.7,,JC3.7,,,,,,,,,,,,,,,,,,,,,4e9160e0-abaf-493e-aff1-7208e4bfeb92,7f79f650-7ad8-49bb-a4e8-b4f33a4654b1,
433,433,CT1,Computer Theory,CT1_19,Algorithms,Searching,CT1_19_4,Binary Search,CT1_19_4_3,Algorithms,,"CT1_19_3_1,CT1_19_4_2",,Discuss why a Binary search is more efficient than linear search,,,,,JC3.7,,,,,,,,,,,,,,,,,,,,,c6c66070-d1aa-49c8-b5f1-b09ef5328de8,"904d190e-c6b6-49b4-aba9-6a1e5aea5f43,4e9160e0-abaf-493e-aff1-7208e4bfeb92",
434,434,CT1,Computer Theory,CT1_19,Algorithms,Searching,CT1_19_4,Binary Search,CT1_19_4_4,Algorithms,,"CT1_19_4_3,CT1_19_4_2,CT1_19_4_1",,Explain how a Binary search algorithm operates,,,,,JC3.7,,,,,,,,,,,,,,,,,,,,,0bb7a6f9-8ebb-4ec5-8111-651dd415ec37,"c6c66070-d1aa-49c8-b5f1-b09ef5328de8,4e9160e0-abaf-493e-aff1-7208e4bfeb92,7f79f650-7ad8-49bb-a4e8-b4f33a4654b1",
435,435,CT1,Computer Theory,CT1_19,Algorithms,Searching,CT1_19_4,Binary Search,CT1_19_4_5,Algorithms,,CT1_19_4_4,,Be able to reproduce a Binary search of a given data structure,,,,,JC3.7,,,,,,,,,,,,,,,,,,,,,a149c91b-f361-4ec4-8c91-53bdf266ba0b,0bb7a6f9-8ebb-4ec5-8111-651dd415ec37,
436,436,CT1,Computer Theory,CT1_20,Computer Systems & General Knowledge,Computer Systems,CT1_20_1,Hardware,CT1_20_1_1,Abstraction,,CS1_2_1_6,,Discuss the purpose of hardware devices such as CPU,,,,,,,,,,,,,,,,,,,,,,,,,,6626b064-9708-4e2a-a443-d7b917f935b5,94b315d9-0ea5-4d0b-b67b-49c6b5bd913b,
437,437,CT1,Computer Theory,CT1_20,Computer Systems & General Knowledge,Computer Systems,CT1_20_1,Hardware,CT1_20_1_2,Data Representation,,CT1_20_1_1,,Describe and explain the various characteristics of a CPU,,,,,,,,,,,,,,,,,,,,,,,,,,27601b9c-b859-44f5-9d04-747c70734007,6626b064-9708-4e2a-a443-d7b917f935b5,
438,438,CT1,Computer Theory,CT1_20,Computer Systems & General Knowledge,Computer Systems,CT1_20_1,Hardware,CT1_20_1_3,Data Representation,,CT1_20_1_2,,Expain how characteristsics effect the performance of the CPU.,,,,,,,,,,,,,,,,,,,,,,,,,,d731f632-ce3b-4560-86cf-d2d548bbc235,27601b9c-b859-44f5-9d04-747c70734007,
439,439,CT1,Computer Theory,CT1_20,Computer Systems & General Knowledge,Computer Systems,CT1_20_1,Hardware,CT1_20_1_4,Data Representation,,CT1_20_1_3,,Explain the purpose and characteristics of embedded systems,,,,,,,,,,,,,,,,,,,,,,,,,,8ffa3b86-fb03-4389-967b-ea43f14ec57c,d731f632-ce3b-4560-86cf-d2d548bbc235,
440,440,CT1,Computer Theory,CT1_20,Computer Systems & General Knowledge,Computer Systems,CT1_20_1,Hardware,CT1_20_1_5,Abstraction,,CT1_20_1_4,,Identify examples of embedded systems,,,,,,,,,,,,,,,,,,,,,,,,,,ad83b870-9aa3-4317-bb12-42304cb9d57e,8ffa3b86-fb03-4389-967b-ea43f14ec57c,
441,441,CT1,Computer Theory,CT1_25,Discrete Mathematics,Counting by Listing,CT1_25_1,Counting using a tree structure,CT1_25_1_1,Pattern Recognition,,CT1_7_3_5,,List all the possibilities using a tree structure,,,TS4.8,,,,,,,,,,,,,,,,,,,,,,,25cb80b8-5044-4964-8b0d-253922310339,026e1653-93c8-45d7-8396-8b8ffc0eff54,
442,442,CT1,Computer Theory,CT1_25,Discrete Mathematics,Counting by Listing,CT1_25_1,Counting using a tree structure,CT1_25_1_2,Pattern Recognition,,CT1_25_1_1,,Count all the possibilities using the tree structure,,,TS4.8,,,,,,,,,,,,,,,,,,,,,,,ce1d381e-176a-4d03-b3fb-51f7e9417a2e,25cb80b8-5044-4964-8b0d-253922310339,
443,443,CT1,Computer Theory,CT1_25,Discrete Mathematics,Counting by Listing,CT1_25_2,Counting using a multi-edge graph,CT1_25_2_1,Pattern Recognition,,CT1_25_1_1,,List all the possibilities using a multi-edge graph,,,,,,,,,,,,,,,,,,,,,,,,,,140649e7-db8c-4cef-ad9b-703007e11721,25cb80b8-5044-4964-8b0d-253922310339,
444,444,CT1,Computer Theory,CT1_25,Discrete Mathematics,Counting by Listing,CT1_25_2,Counting using a multi-edge graph,CT1_25_2_2,Pattern Recognition,,CT1_25_2_1,,Count all the possibilities using the multi-edge graph,,,,,,,,,,,,,,,,,,,,,,,,,,c71fa271-e465-4d29-aca8-4d23e90d00f2,140649e7-db8c-4cef-ad9b-703007e11721,
445,445,CT1,Computer Theory,CT1_26,Programming Fundamentals,Logical inference,CT1_26_1,Implication relation,CT1_26_1_1,Pattern Recognition,,0,,"Discuss the implication relation - if A happens,  then B will happen ",,,TS4.9,,,,,,,,,,,,,,,,,,,,,,,a47e626b-ea1e-4dde-9461-7ef0a8917110,,
446,446,CT1,Computer Theory,CT1_26,Programming Fundamentals,Logical inference,CT1_26_1,Implication relation,CT1_26_1_2,Pattern Recognition,,CT1_26_1_1,,"Complete the inverse and converse of the implication relation - if B did not happen,  then A did not happen ",,,TS4.9,,,,,,,,,,,,,,,,,,,,,,,bc81976f-e122-4b49-991e-0a738a1c260a,a47e626b-ea1e-4dde-9461-7ef0a8917110,
447,447,CT1,Computer Theory,CT1_26,Programming Fundamentals,Logical inference,CT1_26_1,Implication relation,CT1_26_1_3,Algorithms,,CT1_26_1_2,,Apply the implication relation several times to infer a result,,,,,,,,,,,,,,,,,,,,,,,,,,2c8388c4-0119-4607-be5c-452f3a28f2ad,bc81976f-e122-4b49-991e-0a738a1c260a,
448,448,CT1,Computer Theory,CT1_26,Programming Fundamentals,Logical inference,CT1_26_2,Inference using a table,CT1_26_2_1,Data Representation,,CT1_42_1_4,,Use a 'database' table to record the facts,,,TS4.9,,,,,,,,,,,,,,,,,,,,,,,faf45e9c-07f2-4a8a-92c2-b08c3df7ee7d,01cd5123-668a-4526-95f4-96421f00ef78,
449,449,CT1,Computer Theory,CT1_26,Programming Fundamentals,Logical inference,CT1_26_2,Inference using a table,CT1_26_2_2,Data Representation,,CT1_26_2_1,,Determine the contradictory parts in the logic within a table of data,,,TS4.9,,,,,,,,,,,,,,,,,,,,,,,12514676-2613-4439-b1a5-75b08927c112,faf45e9c-07f2-4a8a-92c2-b08c3df7ee7d,
450,450,CT1,Computer Theory,CT1_26,Programming Fundamentals,Logical inference,CT1_26_2,Inference using a table,CT1_26_2_3,Data Representation,,CT1_26_2_1,,Determine the unknown facts within a table of data,,,TS5.2,,,,,,,,,,,,,,,,,,,,,,,26ce8e0b-1c83-4b01-9fb4-4cdc40e68a26,faf45e9c-07f2-4a8a-92c2-b08c3df7ee7d,
451,451,CT1,Computer Theory,CT1_26,Programming Fundamentals,Logical inference,CT1_26_2,Inference using a graph,CT1_26_3_1,Data Representation,,CKT1_1_2_4,,Use a graph to record the facts,,,,,,,,,,,,,,,,,,,,,,,,,,269a628c-5b3e-4974-b857-da274db9dd49,9449dd3f-e4c4-416d-b16e-7b53a7b38793,
452,452,CT1,Computer Theory,CT1_26,Programming Fundamentals,Logical inference,CT1_26_2,Inference using a graph,CT1_26_3_2,Data Representation,,"CT1_26_3_1,CT1_23_4_8",,Determine the contradictory parts in the logic from a graph,,,,,,,,,,,,,,,,,,,,,,,,,,2d36c17b-c779-472b-add4-d217c87086b1,"269a628c-5b3e-4974-b857-da274db9dd49,2a1ed1f4-1d6c-42e2-aca8-a27859d937e1",
453,453,CT1,Computer Theory,CT1_26,Programming Fundamentals,Logical inference,CT1_26_2,Inference using a graph,CT1_26_3_3,Data Representation,,CT1_26_3_2,,Determine the unknown facts from a graph,,,,,,,,,,,,,,,,,,,,,,,,,,bd85f752-6200-4a5c-8af1-2fd588373c35,2d36c17b-c779-472b-add4-d217c87086b1,
454,454,CT1,Computer Theory,CT1_27,Discrete Mathematics,Winning Strategies,CT1_27_1,Game concepts,CT1_33_1_27,Abstraction,,0,,Explain the games and strategies via a story,,,TS5.3,,,,,,,,,,,,,,,,,,,,,,,c16dfa70-2c75-4a1b-8a0f-cff0d9ce9dae,,
455,455,CT1,Computer Theory,CT1_27,Discrete Mathematics,Winning Strategies,CT1_27_1,Game concepts,CT1_33_1_28,Pattern Recognition,,CT1_33_1_27,,Use game strategies on a card game,,,TS5.3,,,,,,,,,,,,,,,,,,,,,,,2e8b4fa4-decb-4016-9088-c4815e02915d,c16dfa70-2c75-4a1b-8a0f-cff0d9ce9dae,
456,456,CT1,Computer Theory,CT1_27,Discrete Mathematics,Winning Strategies,CT1_27_2,Winning via working backwards,CT1_27_2_1,Pattern Recognition,,CT1_33_1_27,,"Explain why in some games, there is a way to work backwards to find the winning strategies",,,TS5.3,,,,,,,,,,,,,,,,,,,,,,,b81d6df0-833b-436b-acf2-9a4fa6fe00c9,c16dfa70-2c75-4a1b-8a0f-cff0d9ce9dae,
457,457,CT1,Computer Theory,CT1_28,Discrete Mathematics,Balance Problems,CT1_28_1,Introduction to Balance Problem,CT1_28_1_1,Abstraction,,0,,Introduce the concept of balance via a story,,,TS5.2,,,,,,,,,,,,,,,,,,,,,,,929e9b75-b5ca-4f00-9fe2-5b0239b6ddca,,
458,458,CT1,Computer Theory,CT1_28,Discrete Mathematics,Balance Problems,CT1_28_1,Introduction to Balance Problem,CT1_28_1_2,Data Representation,,CT1_28_1_1,,Comparing the weights between two items on a balance,,,TS5.2,,,,,,,,,,,,,,,,,,,,,,,769c343e-ebb9-4ea6-a404-a4ccbabb64fd,929e9b75-b5ca-4f00-9fe2-5b0239b6ddca,
459,459,CT1,Computer Theory,CT1_28,Discrete Mathematics,Balance Problems,CT1_28_2,Balance substitute,CT1_28_2_1,Data Representation,,CT1_28_1_2,,Explain that two sides can be equalised if the balance is balanced.,,,TS5.2,,,,,,,,,,,,,,,,,,,,,,,c7068ffe-bdad-4402-9245-5fce914aeba2,769c343e-ebb9-4ea6-a404-a4ccbabb64fd,
460,460,CT1,Computer Theory,CT1_28,Discrete Mathematics,Balance Problems,CT1_28_2,Balance substitute,CT1_28_2_2,Algorithms,,CT1_28_2_1,,Demonstrate how to find a solution when a problem is blanaced,,,TS5.2,,,,,,,,,,,,,,,,,,,,,,,5ea00070-872d-472f-b156-79e513b530eb,c7068ffe-bdad-4402-9245-5fce914aeba2,
461,461,CT1,Computer Theory,CT1_28,Discrete Mathematics,Balance Problems,CT1_28_2,Balance substitute,CT1_28_2_3,Algorithms,,CT1_28_2_2,,Demonstrate how to find a solution when a problem is not blanaced,,,TS5.2,,,,,,,,,,,,,,,,,,,,,,,65fcd71d-4f62-4df8-a524-2d82178f7f80,5ea00070-872d-472f-b156-79e513b530eb,
462,462,CT1,Computer Theory,CT1_29,Software Engineering,Periodic phenomenon,CT1_29_1,Periodic activities,CT1_29_1_1,Abstraction,,0,,"Discuss how  many everyday activities are periodic, e.g., pendulum motions, earth rotation, etc ",,,,,,,,,,,,,,,,,,,,,,,,,,586db7e4-98c1-4dcb-b062-f7237497c4e5,,
463,463,CT1,Computer Theory,CT1_29,Software Engineering,Periodic phenomenon,CT1_29_1,Periodic activities,CT1_29_1_2,Abstraction,,CT1_29_1_1,,Identify and explain the periodic phenomenon in daily life by giving examples,,,,,,,,,,,,,,,,,,,,,,,,,,2843512c-68b0-43fd-b5ce-c38036012798,586db7e4-98c1-4dcb-b062-f7237497c4e5,
464,464,CT1,Computer Theory,CT1_29,Software Engineering,Periodic phenomenon,CT1_29_2,Link periodity with division,CT1_29_2_1,Data Representation,,CT1_29_1_2,,Explain that the period is the divisor and the remainder is crucial in solving the problems with periods,,,,,,,,,,,,,,,,,,,,,,,,,,c0bf2cc9-4ee8-4ac3-b547-0e30a0e16626,2843512c-68b0-43fd-b5ce-c38036012798,
465,465,CT1,Computer Theory,CT1_29,Software Engineering,Periodic phenomenon,CT1_29_2,Link periodity with division,CT1_29_2_2,Data Representation,,CT1_29_2_1,,Use division and the remainder to solve problems with periods,,,,,,,,,,,,,,,,,,,,,,,,,,75d66331-1e54-4045-8d44-ade43ac20851,c0bf2cc9-4ee8-4ac3-b547-0e30a0e16626,
466,466,CT1,Computer Theory,CT1_29,Software Engineering,Periodic phenomenon,CT1_29_2,Use periodity to solve problems,CT1_29_2_3,Data Representation,,CT1_29_2_2,,Analyse the periods in a problem and apply division to solve the problem,,,,,,,,,,,,,,,,,,,,,,,,,,2bfefcf5-dffd-4666-9289-8415bc3b5da2,75d66331-1e54-4045-8d44-ade43ac20851,
467,467,CT1,Computer Theory,CT1_30,AI CyberSecurity & Databases,AI (Artificial Intelligence),CT1_30_1,AI Basics,CT1_30_1_1,Abstraction,,0,,Explain the term 'intelligent' as it relates to the real world,,,,,JC5.1,,,,,,,,,,,,,,,,,,,,,82949ec5-3820-429b-a5a4-9ddebfd13273,,
468,468,CT1,Computer Theory,CT1_30,AI CyberSecurity & Databases,AI (Artificial Intelligence),CT1_30_1,AI Basics,CT1_30_1_2,Pattern Recognition,,CT1_30_1_1,,Describe who 'Alan Turing' is and his contributions to recognising computer as intelligent,,,,,JC5.1,,,,,,,,,,,,,,,,,,,,,b7a83a5d-cc93-417d-88d1-32fa33a3c17a,82949ec5-3820-429b-a5a4-9ddebfd13273,
469,469,CT1,Computer Theory,CT1_30,AI CyberSecurity & Databases,AI (Artificial Intelligence),CT1_30_1,AI Basics,CT1_30_1_3,Abstraction,,CT1_30_1_1,,"Explain the term 'search' in relation to AI, solving a problem by finding the best possible solution",,,,,JC5.1,,,,,,,,,,,,,,,,,,,,,d334f4ec-f4f2-4e21-af4c-8af550ca94af,82949ec5-3820-429b-a5a4-9ddebfd13273,
470,470,CT1,Computer Theory,CT1_30,AI CyberSecurity & Databases,AI (Artificial Intelligence),CT1_30_1,AI Basics,CT1_30_1_4,Abstraction,,CT1_30_1_1,,"Explain the term 'logic' in relation to AI, solving problems by making informed guesses or inference",,,,,JC5.1,,,,,,,,,,,,,,,,,,,,,69211775-96d3-4139-88ec-d3d302f7536c,82949ec5-3820-429b-a5a4-9ddebfd13273,
471,471,CT1,Computer Theory,CT1_30,AI CyberSecurity & Databases,AI (Artificial Intelligence),CT1_30_1,AI Basics,CT1_30_1_5,Abstraction,,CT1_30_1_1,,"Explain the term 'uncertainty' in relation to AI, making guesses about the environment through probabilities",,,,,JC5.1,,,,,,,,,,,,,,,,,,,,,2ca37119-2e93-42be-baac-5aaa1b6e31a0,82949ec5-3820-429b-a5a4-9ddebfd13273,
472,472,CT1,Computer Theory,CT1_30,AI CyberSecurity & Databases,AI (Artificial Intelligence),CT1_30_1,AI Basics,CT1_30_1_6,Abstraction,,CT1_30_1_1,,"Explain the term 'learning' in relation to AI, improving a systems performance over time",,,,,JC5.1,,,,,,,,,,,,,,,,,,,,,625848df-efb4-4f27-9db6-5b4195fcad49,82949ec5-3820-429b-a5a4-9ddebfd13273,
473,473,CT1,Computer Theory,CT1_30,AI CyberSecurity & Databases,AI (Artificial Intelligence),CT1_30_1,AI Basics,CT1_30_1_7,Abstraction,,0,,Explain the outcome of a Zero-Sum game,,,,,JC5.1,,,,,,,,,,,,,,,,,,,,,ce920cc4-4c3f-47dc-9c2e-3621b2b919de,,
474,474,CT1,Computer Theory,CT1_30,AI CyberSecurity & Databases,AI (Artificial Intelligence),CT1_30_1,AI Basics,CT1_30_1_8,Decomposition,,"CT1_30_1_3,CT1_30_1_4,CT1_30_1_5,CT1_30_1_6,CT1_9_1_1",,Apply Artificial Intelligence concepts to flow chart out a problem for a machine to learn,,,,,JC5.1,,,,,,,,,,,,,,,,,,,,,604033c5-79f0-4a98-a646-6f3554b2f5eb,"d334f4ec-f4f2-4e21-af4c-8af550ca94af,69211775-96d3-4139-88ec-d3d302f7536c,2ca37119-2e93-42be-baac-5aaa1b6e31a0,625848df-efb4-4f27-9db6-5b4195fcad49,1c91ddfb-c8e9-494b-9e7c-86bdc3dd0243",
475,475,CT1,Computer Theory,CT1_30,AI CyberSecurity & Databases,AI (Artificial Intelligence),CT1_30_1,AI Basics,CT1_30_1_9,Data Representation,,"CT1_30_1_3,CT1_30_1_4,CT1_30_1_5,CT1_30_1_6",,Be able to categorise items as an AI would,,,,,JC5.1,,,,,,,,,,,,,,,,,,,,,141ffb9c-362c-49a4-8a5d-c5892347ddc9,"d334f4ec-f4f2-4e21-af4c-8af550ca94af,69211775-96d3-4139-88ec-d3d302f7536c,2ca37119-2e93-42be-baac-5aaa1b6e31a0,2ca37119-2e93-42be-baac-5aaa1b6e31a0,625848df-efb4-4f27-9db6-5b4195fcad49",
476,476,CT1,Computer Theory,CT1_30,AI CyberSecurity & Databases,AI (Artificial Intelligence),CT1_30_2,Minimax,CT1_30_2_1,Algorithms,,"CT1_30_1_3,CT1_30_1_4,CT1_30_1_5,CT1_30_1_6",,"Explain the term Minimax, a search algorithm that finds the next optimal move",,,,,JC5.2,,,,,,,,,,,,,,,,,,,,,3d303f0c-1822-45a8-9cbe-80fdf0c53c0d,"d334f4ec-f4f2-4e21-af4c-8af550ca94af,69211775-96d3-4139-88ec-d3d302f7536c,2ca37119-2e93-42be-baac-5aaa1b6e31a0,2ca37119-2e93-42be-baac-5aaa1b6e31a0,625848df-efb4-4f27-9db6-5b4195fcad49",
477,477,CT1,Computer Theory,CT1_30,AI CyberSecurity & Databases,AI (Artificial Intelligence),CT1_30_2,Minimax,CT1_30_2_2,Algorithms,,"CT1_30_2_1,CT1_21_4_2",,Explain that minimax operates on a graph structure following paths until the optimal move is found,,,,,JC5.2,,,,,,,,,,,,,,,,,,,,,f70f1dd9-d95a-4c87-8ef3-bf969e624f8c,"3d303f0c-1822-45a8-9cbe-80fdf0c53c0d,d64fa0e7-eeee-4374-b4ac-3833b458dcd1",
478,478,CT1,Computer Theory,CT1_30,AI CyberSecurity & Databases,AI (Artificial Intelligence),CT1_30_2,Minimax,CT1_30_2_3,Data Representation,,CT1_30_2_1,,Explain the concept of an AI agent and how it relates to a Minimax game,,,,,JC5.2,,,,,,,,,,,,,,,,,,,,,043327cd-0950-4d17-96c7-f9abfb71fd56,3d303f0c-1822-45a8-9cbe-80fdf0c53c0d,
479,479,CT1,Computer Theory,CT1_30,AI CyberSecurity & Databases,AI (Artificial Intelligence),CT1_30_2,Minimax,CT1_30_2_4,Data Representation,,CT1_30_2_3,,Explain a maximising and minimising player,,,,,JC5.2,,,,,,,,,,,,,,,,,,,,,2b6d57b0-2f0b-4624-8bf3-62679e12bd8e,043327cd-0950-4d17-96c7-f9abfb71fd56,
480,480,CT1,Computer Theory,CT1_30,AI CyberSecurity & Databases,AI (Artificial Intelligence),CT1_30_2,Minimax,CT1_30_2_5,Algorithms,,CT1_30_2_4,,Demonstrate the process to score a graph using the same process a Minimax algorithm will take,,,,,JC5.2,,,,,,,,,,,,,,,,,,,,,64578213-ace8-42d0-a455-91ad7356b573,2b6d57b0-2f0b-4624-8bf3-62679e12bd8e,
481,481,CT1,Computer Theory,CT1_30,AI CyberSecurity & Databases,AI (Artificial Intelligence),CT1_30_2,Minimax,CT1_30_2_6,Algorithms,,CT1_30_2_5,,Be able to reproduce a basic Minimax game with a player and human operator,,,,,JC5.2,,,,,,,,,,,,,,,,,,,,,2549565e-6499-4bfc-84ca-776059b9a12d,64578213-ace8-42d0-a455-91ad7356b573,
482,482,CT1,Computer Theory,CT1_30,AI CyberSecurity & Databases,AI (Artificial Intelligence),CT1_30_3,Machine Learning,CT1_30_3_1,Abstraction,,"CT1_30_1_3,CT1_30_1_4,CT1_30_1_5,CT1_30_1_6",,Explain the term machine learning and how it relates to the real world,,,,,JC5.3,,,,,,,,,,,,,,,,,,,,,22351794-29bc-484a-b975-f950b64267ab,"d334f4ec-f4f2-4e21-af4c-8af550ca94af,69211775-96d3-4139-88ec-d3d302f7536c,2ca37119-2e93-42be-baac-5aaa1b6e31a0,625848df-efb4-4f27-9db6-5b4195fcad49",
483,483,CT1,Computer Theory,CT1_30,AI CyberSecurity & Databases,AI (Artificial Intelligence),CT1_30_3,Machine Learning,CT1_30_3_2,Data Representation,,CT1_30_3_1,,"Explain unsupervised learning, an agent being left to figure out a task on its own",,,,,JC5.3,,,,,,,,,,,,,,,,,,,,,af4b5f89-0cef-4171-a885-da52f8414441,22351794-29bc-484a-b975-f950b64267ab,
484,484,CT1,Computer Theory,CT1_30,AI CyberSecurity & Databases,AI (Artificial Intelligence),CT1_30_3,Machine Learning,CT1_30_3_3,Data Representation,,CT1_30_3_2,,"Explain supervised learning, an agent being assisted with prompts to figure out a task",,,,,JC5.3,,,,,,,,,,,,,,,,,,,,,bcc83a44-a045-40f1-b5b9-f9b9504aa013,af4b5f89-0cef-4171-a885-da52f8414441,
485,485,CT1,Computer Theory,CT1_30,AI CyberSecurity & Databases,AI (Artificial Intelligence),CT1_30_3,Machine Learning,CT1_30_3_4,Algorithms,,"CT1_30_2_3,CT1_30_3_3",,Explain the process of training an agent,,,,,JC5.3,,,,,,,,,,,,,,,,,,,,,2eb19b38-79d6-4df8-9c85-aa30f3b0e9bb,"043327cd-0950-4d17-96c7-f9abfb71fd56,bcc83a44-a045-40f1-b5b9-f9b9504aa013",
486,486,CT1,Computer Theory,CT1_30,AI CyberSecurity & Databases,AI (Artificial Intelligence),CT1_30_3,Machine Learning,CT1_30_3_5,Data Representation,,CT1_30_3_4,,"Explain the term classification, assigning classes (labels) to items",,,,,JC5.3,,,,,,,,,,,,,,,,,,,,,a857f881-0054-4e12-930e-1b1db73a6d0e,2eb19b38-79d6-4df8-9c85-aa30f3b0e9bb,
487,487,CT1,Computer Theory,CT1_30,AI CyberSecurity & Databases,AI (Artificial Intelligence),CT1_30_4,Neural Networks,CT1_30_4_1,Algorithms,,"CT1_30_1_3,CT1_30_1_4,CT1_30_1_5,CT1_30_1_6",,Explain the supervised learning algorithm 'Neural Networks',,,,,JC5.4,,,,,,,,,,,,,,,,,,,,,026825ea-470f-4521-8bc4-b3fbd212d46a,"d334f4ec-f4f2-4e21-af4c-8af550ca94af,69211775-96d3-4139-88ec-d3d302f7536c,2ca37119-2e93-42be-baac-5aaa1b6e31a0,625848df-efb4-4f27-9db6-5b4195fcad49",
488,488,CT1,Computer Theory,CT1_30,AI CyberSecurity & Databases,AI (Artificial Intelligence),CT1_30_4,Neural Networks,CT1_30_4_2,Abstraction,,CT1_30_4_1,,Explain how a neural network structure relates to the networks within our own brains,,,,,JC5.4,,,,,,,,,,,,,,,,,,,,,d53ed3e6-5324-445b-90f9-b0a8e83d4634,026825ea-470f-4521-8bc4-b3fbd212d46a,
489,489,CT1,Computer Theory,CT1_30,AI CyberSecurity & Databases,AI (Artificial Intelligence),CT1_30_4,Neural Networks,CT1_30_4_3,Data Representation,,CT1_30_4_4,,Explain how a weight affects the outcome of a neural network,,,,,JC5.4,,,,,,,,,,,,,,,,,,,,,5ecd049d-a55f-4966-bd47-973140935643,37b0dd7a-a296-453d-a1f5-42e66bb5e9f6,
490,490,CT1,Computer Theory,CT1_30,AI CyberSecurity & Databases,AI (Artificial Intelligence),CT1_30_4,Neural Networks,CT1_30_4_4,Algorithms,,CT1_30_4_2,,Explain how weights in neural networks are processed by a function and an output is produced,,,,,JC5.4,,,,,,,,,,,,,,,,,,,,,37b0dd7a-a296-453d-a1f5-42e66bb5e9f6,d53ed3e6-5324-445b-90f9-b0a8e83d4634,
491,491,CT1,Computer Theory,CT1_30,AI CyberSecurity & Databases,AI (Artificial Intelligence),CT1_30_4,Neural Networks,CT1_30_4_5,Data Representation,,CT1_30_4_4,,Explain the input layers of a neural network and their function,,,,,JC5.4,,,,,,,,,,,,,,,,,,,,,757ff701-bafc-4989-8eb7-0e8c6c853b84,37b0dd7a-a296-453d-a1f5-42e66bb5e9f6,
492,492,CT1,Computer Theory,CT1_30,AI CyberSecurity & Databases,AI (Artificial Intelligence),CT1_30_4,Neural Networks,CT1_30_4_6,Data Representation,,CT1_30_4_5,,Explain the hidden layers of a neural network and their function,,,,,JC5.4,,,,,,,,,,,,,,,,,,,,,3c3c6978-4a3b-4273-9f30-982de6c83dbd,757ff701-bafc-4989-8eb7-0e8c6c853b84,
493,493,CT1,Computer Theory,CT1_30,AI CyberSecurity & Databases,AI (Artificial Intelligence),CT1_30_4,Neural Networks,CT1_30_4_7,Data Representation,,CT1_30_4_6,,Explain the output layers of a neural network and their function,,,,,JC5.4,,,,,,,,,,,,,,,,,,,,,655bf160-90e0-4fe5-b99f-25aa5fbc787d,3c3c6978-4a3b-4273-9f30-982de6c83dbd,
494,494,CT1,Computer Theory,CT1_30,AI CyberSecurity & Databases,AI (Artificial Intelligence),CT1_30_4,Neural Networks,CT1_30_4_8,Algorithms,,"CT1_30_4_7,CT1_30_4_6,CT1_30_4_5,CT1_30_4_4",,Be able to create and train a basic neural network model,,,,,JC5.4,,,,,,,,,,,,,,,,,,,,,c57522d6-acae-4ffd-8213-03813e2fa424,"655bf160-90e0-4fe5-b99f-25aa5fbc787d,3c3c6978-4a3b-4273-9f30-982de6c83dbd,757ff701-bafc-4989-8eb7-0e8c6c853b84,37b0dd7a-a296-453d-a1f5-42e66bb5e9f6",
495,495,CT1,Computer Theory,CT1_30,AI CyberSecurity & Databases,AI (Artificial Intelligence),CT1_30_4,Neural Networks,CT1_30_4_10,Data Representation,,CKT1_1_1_2,,Explain the term epoch as used to describe training a neural network,,,,,JC5.4,,,,,,,,,,,,,,,,,,,,,05181818-413f-447a-bc23-f316ace3228d,a7d884d2-0090-4432-81ff-5dd9c3d4a29b,
496,496,CT1,Computer Theory,CT1_30,AI CyberSecurity & Databases,AI (Artificial Intelligence),CT1_30_5,Reinforcement Learning,CT1_30_5_1,Data Representation,,CT1_30_4_8,,Explain the concept of reinforced learning,,,,,JC5.5,,,,,,,,,,,,,,,,,,,,,64bde2ec-04d7-48ca-916a-fe5ed569f039,c57522d6-acae-4ffd-8213-03813e2fa424,
497,497,CT1,Computer Theory,CT1_30,AI CyberSecurity & Databases,AI (Artificial Intelligence),CT1_30_5,Reinforcement Learning,CT1_30_5_2,Abstraction,,CT1_30_5_1,,Explain the concept of positive reinforcement and its real life examples,,,,,JC5.5,,,,,,,,,,,,,,,,,,,,,071c7a0a-3cdb-4e51-a65a-6a32db3193ae,64bde2ec-04d7-48ca-916a-fe5ed569f039,
498,498,CT1,Computer Theory,CT1_30,AI CyberSecurity & Databases,AI (Artificial Intelligence),CT1_30_5,Reinforcement Learning,CT1_30_5_3,Abstraction,,CT1_30_5_1,,Explain the concept of negative reinforcement and its real life examples,,,,,JC5.5,,,,,,,,,,,,,,,,,,,,,e3b15a82-d49b-4f5c-8064-bf0cba370ac2,64bde2ec-04d7-48ca-916a-fe5ed569f039,
